lon,lat,rainfall
2.491319444,87.51736111,0.300349955
4.973958333,87.51736111,0.293245847
7.456597222,87.51736111,0.28896519
9.939236111,87.51736111,0.270269298
12.421875,87.51736111,0.265816832
14.90451389,87.51736111,0.255285628
17.38715278,87.51736111,0.255487662
19.86979167,87.51736111,0.252801343
22.35243056,87.51736111,0.254136131
24.83506944,87.51736111,0.24973994
27.31770833,87.51736111,0.257483912
29.80034722,87.51736111,0.264089511
32.28298611,87.51736111,0.246043896
34.765625,87.51736111,0.247696572
37.24826389,87.51736111,0.235850199
39.73090278,87.51736111,0.22672951
42.21354167,87.51736111,0.222994832
44.69618056,87.51736111,0.215717786
47.17881944,87.51736111,0.229984205
49.66145833,87.51736111,0.227632014
52.14409722,87.51736111,0.242198148
54.62673611,87.51736111,0.242065106
57.109375,87.51736111,0.261949118
59.59201389,87.51736111,0.278289122
62.07465278,87.51736111,0.280765534
64.55729167,87.51736111,0.275241296
67.03993056,87.51736111,0.261029514
69.52256944,87.51736111,0.25848195
72.00520833,87.51736111,0.247826136
74.48784722,87.51736111,0.251247347
76.97048611,87.51736111,0.258402781
79.453125,87.51736111,0.244974643
81.93576389,87.51736111,0.247791954
84.41840278,87.51736111,0.244634863
86.90104167,87.51736111,0.250404446
89.38368056,87.51736111,0.264631698
91.86631944,87.51736111,0.254752447
94.34895833,87.51736111,0.253710768
96.83159722,87.51736111,0.25394154
99.31423611,87.51736111,0.250291446
101.796875,87.51736111,0.266393479
104.2795139,87.51736111,0.264280979
106.7621528,87.51736111,0.292284198
109.2447917,87.51736111,0.299780226
111.7274306,87.51736111,0.314691247
114.2100694,87.51736111,0.312243245
116.6927083,87.51736111,0.3387417
119.1753472,87.51736111,0.335255763
121.6579861,87.51736111,0.328321626
124.140625,87.51736111,0.331512373
126.6232639,87.51736111,0.338719085
129.1059028,87.51736111,0.333747038
131.5885417,87.51736111,0.373686633
134.0711806,87.51736111,0.368396926
136.5538194,87.51736111,0.378213129
139.0364583,87.51736111,0.371529504
141.5190972,87.51736111,0.381461733
144.0017361,87.51736111,0.376881614
146.484375,87.51736111,0.392583599
148.9670139,87.51736111,0.38816953
151.4496528,87.51736111,0.419275355
153.9322917,87.51736111,0.417193452
156.4149306,87.51736111,0.466150367
158.8975694,87.51736111,0.466738133
161.3802083,87.51736111,0.474754826
163.8628472,87.51736111,0.467548327
166.3454861,87.51736111,0.512127435
168.828125,87.51736111,0.528670216
171.3107639,87.51736111,0.61914602
173.7934028,87.51736111,0.61423875
176.2760417,87.51736111,0.70185149
178.7586806,87.51736111,0.730261816
181.2413194,87.51736111,0.811951388
183.7239583,87.51736111,0.725325913
186.2065972,87.51736111,0.739602777
188.6892361,87.51736111,0.728000104
191.171875,87.51736111,0.776143433
193.6545139,87.51736111,0.751371195
196.1371528,87.51736111,0.734614293
198.6197917,87.51736111,0.743318418
201.1024306,87.51736111,0.76737705
203.5850694,87.51736111,0.771535393
206.0677083,87.51736111,0.765496061
208.5503472,87.51736111,0.741746813
211.0329861,87.51736111,0.71551319
213.515625,87.51736111,0.690627589
215.9982639,87.51736111,0.685236685
218.4809028,87.51736111,0.68569184
220.9635417,87.51736111,0.735682173
223.4461806,87.51736111,0.736517334
225.9288194,87.51736111,0.759074919
228.4114583,87.51736111,0.776688995
230.8940972,87.51736111,0.814944329
233.3767361,87.51736111,0.807010485
235.859375,87.51736111,0.702073257
238.3420139,87.51736111,0.681075462
240.8246528,87.51736111,0.666550796
243.3072917,87.51736111,0.626359269
245.7899306,87.51736111,0.615408914
248.2725694,87.51736111,0.63010761
250.7552083,87.51736111,0.596352033
253.2378472,87.51736111,0.571596257
255.7204861,87.51736111,0.539051771
258.203125,87.51736111,0.547720791
260.6857639,87.51736111,0.527835344
263.1684028,87.51736111,0.503689999
265.6510417,87.51736111,0.479768998
268.1336806,87.51736111,0.455215166
270.6163194,87.51736111,0.460550614
273.0989583,87.51736111,0.455379675
275.5815972,87.51736111,0.437638023
278.0642361,87.51736111,0.442131255
280.546875,87.51736111,0.413564372
283.0295139,87.51736111,0.420917007
285.5121528,87.51736111,0.413548071
287.9947917,87.51736111,0.389412075
290.4774306,87.51736111,0.376616896
292.9600694,87.51736111,0.36332617
295.4427083,87.51736111,0.349781872
297.9253472,87.51736111,0.346054797
300.4079861,87.51736111,0.327888061
302.890625,87.51736111,0.324123018
305.3732639,87.51736111,0.343232557
307.8559028,87.51736111,0.335958179
310.3385417,87.51736111,0.326730694
312.8211806,87.51736111,0.325087633
315.3038194,87.51736111,0.338996216
317.7864583,87.51736111,0.330626273
320.2690972,87.51736111,0.332278189
322.7517361,87.51736111,0.317134198
325.234375,87.51736111,0.308329093
327.7170139,87.51736111,0.304289366
330.1996528,87.51736111,0.31460767
332.6822917,87.51736111,0.300918345
335.1649306,87.51736111,0.317023195
337.6475694,87.51736111,0.30829826
340.1302083,87.51736111,0.288399163
342.6128472,87.51736111,0.300720358
345.0954861,87.51736111,0.306767172
347.578125,87.51736111,0.309784709
350.0607639,87.51736111,0.302490737
352.5434028,87.51736111,0.300953257
355.0260417,87.51736111,0.321190582
357.5086806,87.51736111,0.320032297
2.491319444,85.05208333,0.21138871
4.973958333,85.05208333,0.214150068
7.456597222,85.05208333,0.203854495
9.939236111,85.05208333,0.202402658
12.421875,85.05208333,0.191082944
14.90451389,85.05208333,0.184761572
17.38715278,85.05208333,0.173434366
19.86979167,85.05208333,0.17215496
22.35243056,85.05208333,0.169920067
24.83506944,85.05208333,0.168677245
27.31770833,85.05208333,0.161962108
29.80034722,85.05208333,0.162595115
32.28298611,85.05208333,0.162153025
34.765625,85.05208333,0.160085323
37.24826389,85.05208333,0.149934372
39.73090278,85.05208333,0.151362624
42.21354167,85.05208333,0.142966409
44.69618056,85.05208333,0.14432215
47.17881944,85.05208333,0.144723704
49.66145833,85.05208333,0.149446282
52.14409722,85.05208333,0.155270142
54.62673611,85.05208333,0.164332624
57.109375,85.05208333,0.188640094
59.59201389,85.05208333,0.194180674
62.07465278,85.05208333,0.199390715
64.55729167,85.05208333,0.199455913
67.03993056,85.05208333,0.190355459
69.52256944,85.05208333,0.187458127
72.00520833,85.05208333,0.170160638
74.48784722,85.05208333,0.169083663
76.97048611,85.05208333,0.173611675
79.453125,85.05208333,0.178112802
81.93576389,85.05208333,0.175452593
84.41840278,85.05208333,0.176483518
86.90104167,85.05208333,0.173776481
89.38368056,85.05208333,0.181538171
91.86631944,85.05208333,0.180325228
94.34895833,85.05208333,0.190013715
96.83159722,85.05208333,0.189902034
99.31423611,85.05208333,0.191427815
101.796875,85.05208333,0.184440038
104.2795139,85.05208333,0.184327907
106.7621528,85.05208333,0.194045098
109.2447917,85.05208333,0.196600725
111.7274306,85.05208333,0.208026062
114.2100694,85.05208333,0.206845396
116.6927083,85.05208333,0.227686179
119.1753472,85.05208333,0.228276838
121.6579861,85.05208333,0.228424766
124.140625,85.05208333,0.224877994
126.6232639,85.05208333,0.22888175
129.1059028,85.05208333,0.230377365
131.5885417,85.05208333,0.245930739
134.0711806,85.05208333,0.238420238
136.5538194,85.05208333,0.239182357
139.0364583,85.05208333,0.237906802
141.5190972,85.05208333,0.252341778
144.0017361,85.05208333,0.256745889
146.484375,85.05208333,0.263042265
148.9670139,85.05208333,0.256916841
151.4496528,85.05208333,0.274754006
153.9322917,85.05208333,0.274991326
156.4149306,85.05208333,0.293566421
158.8975694,85.05208333,0.292302599
161.3802083,85.05208333,0.302633462
163.8628472,85.05208333,0.299004385
166.3454861,85.05208333,0.340084787
168.828125,85.05208333,0.336385981
171.3107639,85.05208333,0.412455728
173.7934028,85.05208333,0.40976727
176.2760417,85.05208333,0.497325715
178.7586806,85.05208333,0.500687841
181.2413194,85.05208333,0.569764222
183.7239583,85.05208333,0.56593178
186.2065972,85.05208333,0.592971265
188.6892361,85.05208333,0.577203518
191.171875,85.05208333,0.594562868
193.6545139,85.05208333,0.592079535
196.1371528,85.05208333,0.603810124
198.6197917,85.05208333,0.604812607
201.1024306,85.05208333,0.582356984
203.5850694,85.05208333,0.588668103
206.0677083,85.05208333,0.638371022
208.5503472,85.05208333,0.645786506
211.0329861,85.05208333,0.729134974
213.515625,85.05208333,0.73913005
215.9982639,85.05208333,0.779514328
218.4809028,85.05208333,0.776287387
220.9635417,85.05208333,0.807640329
223.4461806,85.05208333,0.805961298
225.9288194,85.05208333,0.798715157
228.4114583,85.05208333,0.802694278
230.8940972,85.05208333,0.740398231
233.3767361,85.05208333,0.71963387
235.859375,85.05208333,0.703068941
238.3420139,85.05208333,0.726730632
240.8246528,85.05208333,0.707835299
243.3072917,85.05208333,0.690754996
245.7899306,85.05208333,0.644330823
248.2725694,85.05208333,0.629732179
250.7552083,85.05208333,0.595782112
253.2378472,85.05208333,0.576435052
255.7204861,85.05208333,0.528172243
258.203125,85.05208333,0.517532584
260.6857639,85.05208333,0.483715231
263.1684028,85.05208333,0.477535974
265.6510417,85.05208333,0.462641915
268.1336806,85.05208333,0.455449405
270.6163194,85.05208333,0.451435705
273.0989583,85.05208333,0.451219166
275.5815972,85.05208333,0.438189547
278.0642361,85.05208333,0.426939591
280.546875,85.05208333,0.439099135
283.0295139,85.05208333,0.432933867
285.5121528,85.05208333,0.466230511
287.9947917,85.05208333,0.465653524
290.4774306,85.05208333,0.453791687
292.9600694,85.05208333,0.440365773
295.4427083,85.05208333,0.429519158
297.9253472,85.05208333,0.411646358
300.4079861,85.05208333,0.379724703
302.890625,85.05208333,0.369865157
305.3732639,85.05208333,0.349205731
307.8559028,85.05208333,0.345295805
310.3385417,85.05208333,0.338677912
312.8211806,85.05208333,0.334390296
315.3038194,85.05208333,0.335105976
317.7864583,85.05208333,0.338370883
320.2690972,85.05208333,0.321871287
322.7517361,85.05208333,0.307152889
325.234375,85.05208333,0.303117376
327.7170139,85.05208333,0.30032167
330.1996528,85.05208333,0.288094817
332.6822917,85.05208333,0.28058952
335.1649306,85.05208333,0.251062294
337.6475694,85.05208333,0.253006704
340.1302083,85.05208333,0.237926218
342.6128472,85.05208333,0.23702929
345.0954861,85.05208333,0.224289381
347.578125,85.05208333,0.211980863
350.0607639,85.05208333,0.207695772
352.5434028,85.05208333,0.209259481
355.0260417,85.05208333,0.21973132
357.5086806,85.05208333,0.215373373
2.491319444,82.58680556,0.176947303
4.973958333,82.58680556,0.175337904
7.456597222,82.58680556,0.150767501
9.939236111,82.58680556,0.150230968
12.421875,82.58680556,0.141357369
14.90451389,82.58680556,0.145389272
17.38715278,82.58680556,0.130186192
19.86979167,82.58680556,0.12523816
22.35243056,82.58680556,0.120224817
24.83506944,82.58680556,0.1146643
27.31770833,82.58680556,0.106213402
29.80034722,82.58680556,0.108052981
32.28298611,82.58680556,0.101243653
34.765625,82.58680556,0.098524926
37.24826389,82.58680556,0.095033985
39.73090278,82.58680556,0.092735074
42.21354167,82.58680556,0.087130087
44.69618056,82.58680556,0.086292411
47.17881944,82.58680556,0.081947718
49.66145833,82.58680556,0.084060532
52.14409722,82.58680556,0.080365912
54.62673611,82.58680556,0.073564065
57.109375,82.58680556,0.076679082
59.59201389,82.58680556,0.080986306
62.07465278,82.58680556,0.108849823
64.55729167,82.58680556,0.10765579
67.03993056,82.58680556,0.12494965
69.52256944,82.58680556,0.123621007
72.00520833,82.58680556,0.096131882
74.48784722,82.58680556,0.093123846
76.97048611,82.58680556,0.083619069
79.453125,82.58680556,0.085211271
81.93576389,82.58680556,0.093506765
84.41840278,82.58680556,0.091362269
86.90104167,82.58680556,0.091562372
89.38368056,82.58680556,0.088341221
91.86631944,82.58680556,0.092401659
94.34895833,82.58680556,0.092020687
96.83159722,82.58680556,0.092781574
